title,price,ratings,stars,shipping+tax,brand,series,screenSize,color,hard_disk_size,cpu_model,ram,OS,card_description,graphics_coprocessor
"2022 MSI Stealth GS77 12UHS-040 Pro Extreme (i9-12900H, 64GB RAM, 4TB NVMe SSD, RTX 3080Ti 16GB, 17.3"" 4K UHD, Windows 11 Pro) Gaming Laptop","$4,595.00",4 ratings,5.0 out of 5 stars,,EXCaliberPC,Stealth GS77 12UHS,17.3 Inches,64GB RAM,4 TB,Intel Core i9,64 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3080 Ti
"ASUS Vivobook S 14 Flip 14” WUXGA 16:10 touch, AMD Ryzen 5 5600H CPU, 8GB RAM, 512GB SSD, NumberPad, FingerPrint, Windows 11 Home, Quiet Blue, TN3402QA-AS54T",$631.09,32 ratings,4.4 out of 5 stars, $910.96 Shipping & Import Fees Deposit to Bangladesh ,ASUS,ASUS Vivobook 14 Laptop,14 Inches,Quiet Blue,512 GB,Ryzen 5,8 GB,Windows 11 Home,Windows 11,Intel Iris
"Dell Latest G15 Gaming Laptop | 15.6"" 120Hz FHD | Intel 14-Core i7-12700H | 32GB DDR5 1TB SSD | NVIDIA RTX 3060 | WiFi 6 | Thunderbolt4 | HDMI2.1 | RJ45 | Backlit KB | Spector Green | Windows 10 Home",,,,,Dell,G15,15.6 Inches,Green,1 TB,Core i7 Family,32 GB,Windows 10 Home,Dedicated,
"Dell 2023 G15 15.6"" 120Hz FHD Gaming Laptop 14-Core Intel i7-12700H 64GB DDR5 4TB NVMe SSD NVIDIA GeForce RTX 3060 6GB GDDR6 Thunderbolt4 HDMI2.1 WiFi AX BT RJ-45 Backlit KB Webcam Windows 10 Home","$2,319.99",6 ratings,5.0 out of 5 stars,,Dell,G15,15.6 Inches,Black,4 TB,Core i7 Family,64 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 3060
"MSI Creator 17 Professional Laptop: 17.3"" UHD 120Hz 100% Adobe RGB Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3070, 16GB RAM, 1TB NVME SSD, Thunderbolt 4, Win10 PRO, Core Black (B11UG-494)","$2,536.98",31 ratings,3.7 out of 5 stars," $3,390.28 Shipping & Import Fees Deposit to Bangladesh ",MSI,Creator 17 B11UG-494,17.3 Inches,Core Black,1 TB,Core i7 Family,16 GB,Microsoft Windows 10 Professional (64-Bit),RTX 3070,NVIDIA GeForce RTX 3070
"MSI Raider GE67Hx 15.6"" OLED QHD 240Hz Gaming Laptop: Intel Core i9-12900HX RTX 3080 Ti 32GB DDR5 1TB NVMe SSD, USB-Type C, Thunderbolt 4, Cooler Boost 5, Win11 Pro: Titanium Blue 12UHS-069",,1 rating,5.0 out of 5 stars,,MSI,Raider GE67HX 12UHS-069,15.6 Inches,Gray,1 TB,Core i9,32 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3080
"HP 2022 Omen 16.1"" 165 Hz IPS QHD Gaming Laptop 14-Core Intel i7-12700H 32GB DDR5 1TB NVMe SSD NVIDIA GeForce RTX 3060 6GB DTS Audio RGB KB WiFi AX Thunderbolt4 HDMI RJ45 Windows 10 Pro w/ RE USB",,,,,HP,16-K000,15.6 Inches,Shadow Black,1 TB,Core i7 Family,32 GB,Windows 10 Pro,Dedicated,Nvidia GeForce RTX 3050 Ti 6GB
"2022 MSI Raider GE76 12UH-655 (i9-12900HK, 32GB RAM, 2TB NVMe SSD, RTX 3080 8GB, 17.3"" 144Hz FHD, Windows 11 Pro) Gaming Laptop","$3,449.00",1 rating,5.0 out of 5 stars,,EXCaliberPC,Raider GE76 12UH,17.3 Inches,32GB RAM,2 TB,Intel Core i9,32 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3080
"GIGABYTE G5 GD - 15.6"" FHD IPS Anti-Glare 144Hz, Intel Core i5, NVIDIA GeForce RTX 3050 GPU 4GB GDDR6, 16GB Memory, 512GB SSD, Win11 Home Gaming Laptop (G5 GD-51US123SO)",,211 ratings,4.5 out of 5 stars,,GIGABYTE,G5 GD-51US123SO,15.6 Inches,Black,512 GB,Intel Mobile CPU,16 GB,Windows 11 Home,Dedicated,
"MSI Pulse GL66 15.6"" QHD 165Hz Gaming Laptop Intel Core i9-12900H RTX3070 16GB DDR5 1TB NVMe SSD Win11 - Black (12UGOK-825)","$1,699.00",1 rating,4.0 out of 5 stars," $2,305.68 Shipping & Import Fees Deposit to Bangladesh ",MSI,Pulse GL66 12UGOK-825,15.6 Inches,Black,1 TB,Core i9,16 GB,Windows 11,Dedicated,
"MSI Vector GP76 17.3"" FHD 360Hz Gaming Laptop: Intel Core i7-12700H RTX 3060 16GB 1TB NVMe SSD, Type-C USB 3.2 Gen2 w/ DP 1.4, Wi-Fi 6E, Cooler Boost 5, Win11 Home: Core Black 12UE-270",,2 ratings,4.5 out of 5 stars,,MSI,Vector GP76 12UE-270,17.3 Inches,Core Black,1 TB,Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3060
"Acer - Nitro 5 17.3"" Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 Ti 4GB - 512GB SSD - FHD IPS Display - Obsidian Black",,24 ratings,4.3 out of 5 stars,,Acer,Nitro 5,17.3 Inches,Obsidian Black,512 GB,Core i5,32 GB,Windows 10,Dedicated,NVIDIA GeForce GTX 1650 Ti
"Acer Nitro 5 Gaming Laptop, Intel Core i5-7300HQ, GeForce GTX 1050 Ti, 15.6"" Full HD, 8GB DDR4, 256GB SSD, AN515-51-55WL",,619 ratings,4.4 out of 5 stars,,Acer,AN515-51-55WL,15.6 Inches,Shale Black,256 GB,Core i5,8 GB,Windows 10,Dedicated,NVIDIA GeForce GTX 1050 Ti
"ASUS ROG G531GT-BI7N6 15.6"" FHD Gaming Laptop Computer, Intel Hexa-Core i7-9750H Up to 4.5GHz, 8GB DDR4, 512GB SSD, NVIDIA GeForce GTX 1650, 802.11ac WiFi, HDMI, USB 3.0, Windows 10",,283 ratings,4.6 out of 5 stars,,ASUS,G531GT-BI7N6,15.6 Inches,Black,512 GB,Intel Core i7,8 GB,Windows 10,Dedicated,NVIDIA GeForce GTX 1650
"HP Newest 2022 15.6in FHD Business Laptop, AMD Ryzen 5 5500U 6 core CPU (Beat i7-1160G7, up to 4GHz), 16GB RAM, 512GB PCIe NVMe SSD, AMD Radeon Graphics, WiFi, Windows 11, Blue + Generic Accessories",$489.49,349 ratings,4.2 out of 5 stars,,HP,laptop,15.6 Inches,Blue,512 GB,AMD R Series,8 GB,Windows 11,Integrated,AMD Radeon Graphics
"HP 2022 Newest 17 Laptop, 17.3"" FHD IPS Display, Intel Core i5-1135G7 Quad-Core Processor, Intel Iris Xe Graphics, 16GB RAM, 1TB PCIe SSD, HDMI, Windows 11 + Microfiber Cloth",$967.94,355 ratings,4.4 out of 5 stars," $1,351.76 Shipping & Import Fees Deposit to Bangladesh ",HP,Premium,17.3 Inches,,1 TB,Intel Core i5-1135G7,16 GB,Windows 11,Integrated,Intel Iris Xe Graphics
"ASUS ROG Zephyrus 3060 Gaming Laptop, 14"" FHD 144Hz, AMD Ryzen 7 5800HS Octa-Core up to 4.4GHz, GeForce RTX 3060, 24GB RAM, 1TB PCIe SSD, USB-C, WiFi 6, SPS HDMI Cable, Win 11 Home, Moonlight White",,2 ratings,3.5 out of 5 stars,,ASUS,,14 Inches,Moonlight White,1 TB,Ryzen 7,24 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3060
"MSI GF63 Thin 11SC-693 15.6"" Gaming Laptop, Intel Core i5-11400H, NVIDIA GeForce GTX 1650, 8GB Memory, 256GB NVMe SSD, Windows 11",,8 ratings,4.8 out of 5 stars,,MSI,,15.6 Inches,Black,256 GB,Intel Core i5,8 GB,Windows 10,Dedicated,NVIDIA GeForce GTX 1650
"ASUS Laptop L510 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 128GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DS04",$250.95,914 ratings,4.4 out of 5 stars, $429.54 Shipping & Import Fees Deposit to Bangladesh ,ASUS,L510MA-DS04,15.6,Black,128 GB,Celeron N4020,4 GB,Windows 11 Home,Integrated,Intel UHD Graphics 600
"Lenovo Legion 5 Gaming Laptop, 15.6"" FHD IPS 120Hz, AMD 6-Core Ryzen 5 5600H (Beat i9-10980HK), GeForce RTX 3050, 16GB RAM, 1TB PCIe SSD, USB-C, HDMI, RJ45, WiFi 6, RGB, SPS HDMI 2.1 Cable, Win 11",,4 ratings,3.1 out of 5 stars,,Lenovo,,15.6 Inches,Black,1 TB,Ryzen 5,16 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3050
"2022 MSI Raider GE67HX 12UHS-069 (i9-12900HX, 64GB RAM, 4TB Platinum P41 NVMe SSD, RTX 3080Ti 16GB, 15.6"" QHD 240Hz, Windows 11 Pro) Gaming Laptop","$4,945.00",1 rating,5.0 out of 5 stars,,EXCaliberPC,Raider GE67HX 12UHS,15.6 Inches,64GB RAM,4 TB,Intel Core i9,64 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3080 Ti
"ASUS Vivobook Go 15 L510 Thin & Light Laptop Computer, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, Windows 11 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-AS02",$214.29,600 ratings,4.2 out of 5 stars, $379.87 Shipping & Import Fees Deposit to Bangladesh ,ASUS,ASUS Vivobook Go 15,15.6 Inches,Star Black,64 GB,Celeron,4 GB,Windows 11 in S mode,Integrated,
"Acer Chromebook Spin 513 Convertible Laptop | Qualcomm Snapdragon 7c | 13.3"" FHD IPS Touch Corning Gorilla Glass Display | 8GB LPDDR4X | 64GB eMMC | WiFi 5 | Backlit KB | Chrome OS | CP513-1H-S338",$359.99,11 ratings,4.7 out of 5 stars, $568.89 Shipping & Import Fees Deposit to Bangladesh ,Acer,CP513-1H-S338,13.3 Inches,Silver,,Snapdragon,8 GB,Chrome OS,Integrated,
"EXCaliberPC 2023 MSI Stealth 17Studio A13VI-017US (i9-13900H, 64GB RAM, 8TB WD NVMe SSD, RTX 4090 16GB, 17.3"" QHD 240Hz, Windows 11 Pro) Gaming Laptop","$5,389.00",,,,EXCaliberPC,Stealth 17Studio A13VI,17.3 Inches,64GB RAM,,Intel Core i9,64 GB,Windows 11 Pro,,
"MSI Katana 15 15.6"" 144Hz FHD Gaming Laptop: Intel Core i7-13620H, RTX 4070, 16GB DDR5, 1TB NVMe SSD, Thunderbolt 4, USB-Type C, Cooler Boost 5, Win11 Home: Black B13VGK-484US","$1,599.00",,," $2,179.77 Shipping & Import Fees Deposit to Bangladesh ",MSI,Katana 15 B13VGK-484US,15.6 Inches,Black,,Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 4070
"MSI 2022 GE76 Raider 17.3"" 144 Hz FHD Gaming Laptop 12th Intel Core i9-12900H 14-Core 64GB DDR5 2TB NVMe SSD NVIDIA GeForce RTX 3060 6GB RGB Backlit KB Thunderbolt 4 WiFi 6 Windows 11 Home w/32GB USB","$2,409.00",,,,MSI,GE76 12UE,17.3 Inches,Titanium Blue,2 TB,Intel Core i9,64 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3060
"HP Laptop 14-inch , Ryzen 3 3200U Up to 3.5 GHz, AMD Radeon Vega 3 Graphics, 4GB SDRAM,128GB SSD, WiFi, Webcam, Bluetooth, Win10 S (Renewed)",,311 ratings,4.4 out of 5 stars, $409.20 Shipping & Import Fees Deposit to Bangladesh ,HP,Dell Precision,14 Inches,Whisper Silver,128 GB,Ryzen 3,4 GB,Windows 10,Integrated,AMD Radeon Vega 3
"Acer Nitro 5 AN515-46-R0EQ Gaming Laptop | AMD Ryzen 7 6800H Octa-Core CPU | NVIDIA GeForce RTX 3070 Ti Laptop GPU | 15.6"" QHD FreeSync 165Hz IPS | 32GB DDR5 | 1TB Gen 4 SSD | Wi-Fi 6E | RGB Backlit","$2,249.99",146 ratings,4.2 out of 5 stars," $2,991.57 Shipping & Import Fees Deposit to Bangladesh ",Acer,AN515-46-R0EQ,15.6 Inches,Black,,Ryzen 7,32 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070 Ti
"ASUS Chromebook CX1, 11.6"" HD NanoEdge Display, Intel Celeron N3350 Processor, 32GB eMMC,  4GB RAM, Chrome OS, Transparent Silver, CX1100CNA-AS42",$217.24,"1,246 ratings",4.2 out of 5 stars, $373.84 Shipping & Import Fees Deposit to Bangladesh ,ASUS,ASUS Chromebook CX1,11.6 Inches,Transparent Silver,32 GB,Celeron,4 GB,Chrome OS,Integrated,
"Dell G16 7620 Gaming Laptop - 16-inch QHD 165Hz Display, Intel Core i9-12900H Processor, 32GB DDR5 RAM, 1TB SSD, WiFi 6, NVIDIA GeForce RTX3070Ti Graphics, Services + Windows 11 Home - Black",,80 ratings,4.2 out of 5 stars,,Dell,Dell G16 7620 Laptop,16 Inches,Black,1280 GB,Intel Core i9,32 GB,Windows 11 Home,Dedicated,
"EXCaliberPC 2023 MSI Raider GE78 HX 13VH-080US Pro Extreme (i9-13980HX, 64GB RAM, 4TB NVMe SSD, RTX 4080 12GB, 17"" QHD+ 240Hz, Windows 11 Pro) Gaming Laptop","$4,395.00",,,,EXCaliberPC,Raider GE78HX 13VH,17 Inches,64GB RAM,4 TB,Intel Core i9,64 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 4080
"HP - Victus 15.6"" Gaming Laptop - Intel Core i5-12450H - 8GB Memory - NVIDIA GeForce GTX 1650-512GB SSD - Mica Silver - Model 15-fa0031dx",,58 ratings,4.5 out of 5 stars,,HP,laptop,15 Inches,Mica Silver,512 GB,Core i5,8 GB,Windows 10 Home,Dedicated,
"MSI 2023 GL66 Pulse 15.6"" 144 Hz FHD Gaming Laptop 14-Core Intel i7-12700H 64GB DDR4 4TB NVMe SSD NVIDIA GeForce RTX3070 8GB WiFi AX HDMI RJ45 USB-C RGB Backlit KB DTS Audio Windows 11 Pro w/ RE USB","$2,349.99",8 ratings,4.7 out of 5 stars,,MSI,GL66 12UGKV,15.6 Inches,Core Black,4 TB,Core i7 Family,64 GB,Windows 11 Pro,Dedicated,Nvidia GeForce RTX 3070 8GB
"2022 MSI Raider GE67Hx 12UGS-013 (i7-12800HX, 32GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 15.6"" QHD 240Hz, Windows 11 Pro) Gaming Laptop","$2,199.00",,,,EXCaliberPC,Raider GE67Hx 12UGS,15.6 Inches,32GB RAM,1 TB,Core i7,32 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3070 Ti
"Razer Blade 15 Gaming Laptop 2019: Intel Core i7-9750H 6 Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3","$1,999.99",697 ratings,4.4 out of 5 stars," $2,693.84 Shipping & Import Fees Deposit to Bangladesh ",Razer,Blade 15,15.6 Inches,Classic Black,512 GB,Core i7 Family,16 GB,Windows 10,Dedicated,NVIDIA GeForce RTX 2060
"Acer Nitro Gaming Laptop 17.3"" FHD IPS 144Hz Gamer Laptops Newest, Intel 12Cores i5-12500H Up to 4.5GHz, 24GB RAM 1TB SSD,GeForce RTX 3050, Backlit Keyboard, Thunderbolt 4, Win 11 +CUE Accessories",$834.60,,,,Acer,,17.3 Inches,,1 TB,Core i5,24 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3050
"ASUS ROG Zephyrus Gaming Laptop, 15.6"" QHD 165Hz DCI-P3, AMD 8-Core Ryzen 9 6900HS, GeForce RTX 3060 120W, 24GB DDR5, 1TB PCIe SSD, VR Ready, USB-C, HDMI, RJ45, WiFi6, RGB, SPS HDMI 2.1 Cable, Win 11",,,,,ASUS,,15.6 Inches,Eclipse Grey,1 TB,Ryzen 9,24 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3060
"HP Pavilion Gaming 15 Laptop, NVIDIA GeForce GTX 1650, AMD Ryzen 5 4600H, 8GB DDR4 RAM, 512 GB PCIe NVMe SSD, 15.6"" Full HD, Windows 10 Home, Backlit Keyboard (15-ec1010nr, 2020 Model)",,241 ratings,4.6 out of 5 stars,,HP,HP Pavilion Gaming 15 Laptop,15.6 Inches,Shadow Black,512 GB,Ryzen 5 4600H,8 GB,Windows 10 Home,Dedicated,NVIDIA GeForce GTX 1650
"2022 MSI Raider GE77HX 12UHS-074 (i7-12800HX, 32GB RAM, 1TB NVMe SSD, RTX 3080Ti 16GB, 17.3"" FHD 360Hz, Windows 11) Gaming Laptop","$2,649.00",5 ratings,5.0 out of 5 stars,,EXCaliberPC,Raider GE77HX 12UHS,17.3 Inches,32GB RAM,1 TB,Core i7,32 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3080 Ti
"MSI Raider GE77Hx 17.3"" QHD 240Hz Gaming Laptop : Intel Core i9-12900HX RTX 3080 Ti 32GB DDR5 1TB NVMe SSD, Thunderbolt 4, USB-Type C, Cooler Boost 5, Win11 Pro: Dark Grey 12UHS-082",,4 ratings,3.9 out of 5 stars,,MSI,Raider GE77HX 12UHS-082,17.3 Inches,Gray,1 TB,Core i9,32 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3080
"HP 2023 Omen 17.3"" 165 Hz IPS QHD Gaming Laptop Intel 16-Core i7-12800HX 32GB DDR5 2TB NVMe SSD NVIDIA GeForce RTX 3070Ti 8GB GDR6 WiFi AX RJ45 HDMI m-DP Thunderbolt4 RGB KB Windows 10 Home w/ RE USB","$2,489.99",1 rating,4.0 out of 5 stars,,HP,17T-CK100,17.3 Inches,Shadow Black,2 TB,Core i7 Family,32 GB,Windows 10,Dedicated,
"Asus 2022 ASUS ROG Zephyrus 14'' Flagship Gaming Laptop, AMD Ryzen 7 5800HS(8 Cores), GeForce RTX 3060 6GB GDDR6, 144Hz 100% sRGB Pantone, Backlit Keyboard, White (16GB RAM | 512GB PCIe SSD)","$1,073.49",11 ratings,4.6 out of 5 stars,,ASUS,ASUS ROG Zephyrus 14,14 Inches,16GB RAM | 512GB PCIe SSD,,Ryzen 7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3060
"Acer Predator Triton 500 SE Gaming/Creator Laptop | 12th Gen Intel i7-12700H | GeForce RTX 3060 | 16"" WQXGA 240Hz G-SYNC Display | 16GB DDR5 | 512GB Gen 4x4 SSD | Killer Wi-Fi 6E | PT316-51s-7397","$1,749.99",5 ratings,3.8 out of 5 stars," $2,383.99 Shipping & Import Fees Deposit to Bangladesh ",Acer,PT316-51s-7397,16 Inches,Silver,,Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3060
"Lenovo Slim 7i - 2022 - Slim & Light Weight Laptop - Windows 11 Home - 16"" Display - 16GB Memory - 1TB Storage - Intel i7 12th Gen - Storm Grey",$899.00,25 ratings,4.0 out of 5 stars," $1,276.78 Shipping & Import Fees Deposit to Bangladesh ",Lenovo,Slim 7i,16 Inches,Gray,,Core i7,16 GB,Windows 11 Home,Dedicated,Intel Arc A370M Graphics
"MSI GF63 Thin 9RCX -615 15.6"" Gaming Laptop, Intel Core i5-9300H, NVIDIA GTX 1050Ti, 8GB, 512GB NVMe SSD, Win10",,357 ratings,4.5 out of 5 stars,,MSI,GF63 THIN 9RCX-615,15.6 Inches,,512 GB,Intel Core i7,8 GB,Windows 10,Dedicated,NVIDIA GeForce GTX 1050 Ti
"MSI Raider GE67Hx 15.6"" OLED QHD 240Hz Gaming Laptop Intel Core i7-12800HX RTX3070TI 16GBDDR5 1TB NVMe SSD Win11 - Dark Grey (12UGS-070)",,13 ratings,4.2 out of 5 stars,,MSI,Raider GE67Hx 12UGS-070,15.6 Inches,Gray,1 TB,Core i7,16 GB,Windows 11,Dedicated,
"MSI Katana GF76 17.3"" Gaming Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-12700H 1.70 GHz - 16 GB Total RAM - 512 GB SSD - Black - Intel Chip - Windows 11 Home - NVIDIA GeForce RT",,,,,MSI,,17.3 Inches,,512 GB,Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3060
"Razer Blade 15 Advanced Gaming Laptop 2020: Intel Core i7-10875H 8-Core, NVIDIA GeForce RTX 2080 Super Max-Q, 15.6” FHD 300Hz, 16GB RAM, 1TB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3","$2,999.99","1,091 ratings",4.5 out of 5 stars," $4,025.65 Shipping & Import Fees Deposit to Bangladesh ",Razer,Blade 15,15.6 Inches,Black,,Core i7,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 2080 Super
"Lenovo - Legion 5i - Gaming Laptop - Intel Core i7-11800H - 8GB DDR4 RAM - 1TB NVMe TLC SSD - NVIDIA GeForce RTX 3050 Ti Graphics - 17.3"" FHD 144Hz - Windows 11 Home - Phantom Blue",$999.99,8 ratings,3.6 out of 5 stars," $1,429.97 Shipping & Import Fees Deposit to Bangladesh ",Lenovo,"Lenovo Legion 5i 17""",17.3,Phantom Blue,1 TB,Core I7 12700H,8 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3050
"ASUS ROG Strix G15 Gaming Laptop Advantage Edition, 15.6"" 165Hz QHD (2560 x 1440), 8 Cores AMD Ryzen 9 5980HX, Radeon RX 6800M, RGB Backlit Keyboard, WiFi 6, IR Sensor, 16GB RAM, 512GB PCIe SSD","$1,369.49",3 ratings,4.5 out of 5 stars," $1,901.56 Shipping & Import Fees Deposit to Bangladesh ",ASUS,ASUS ROG Strix G15,15.6 Inches,Black,512 GB,Ryzen 9,16 GB,Windows 11,Dedicated,Radeon RX 6800M Graphics
"MSI 2023 Sword 15.6"" Gaming Laptop, 144Hz IPS Level FHD, 12th Intel Core i7-12650H 10-Core, 32GB DDR4, 1TB NVMe SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Backlit Keyboard, Windows 11 w/ 32GB USB",,,,,MSI,Sword 15 12UE,15.6 Inches,White,1 TB,Core i7 Family,32 GB,Windows 11,Dedicated,
"ASUS TUF Gaming F17 Gaming Laptop, 17.3” 144Hz Full HD IPS-Type, Intel Core i7-11800H Processor, GeForce RTX 3050 Ti, 16GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 6, Windows 10 Home, TUF706HEB-DB74",,74 ratings,4.4 out of 5 stars,,ASUS,ASUS TUF Gaming F17,17.3 Inches,Eclipse Gray,512 GB,Intel Core i7,16 GB,Windows 10 Home,GeForce RTX 3050 Ti,NVIDIA GeForce RTX 3050
"Asus TUF 17.3"" 144Hz FHD (1920 x 1080) Gaming Laptop, Intel Tiger Lake Core i5-11260H (6 Cores,12 Threads), NVIDIA GeForce RTX 3050 Ti , Backlit Keyboard,Windows 10, (8GB RAM | 512GB PCIe SSD)",,70 ratings,4.4 out of 5 stars,,ASUS,Antique,17.3 Inches,Black,512 GB,Core i5,8 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 3050 Ti
"ASUS ROG Strix Scar 15 (2022) Gaming Laptop, 15.6” 240Hz IPS QHD Display, NVIDIA GeForce RTX 3080 Ti, Intel Core i9 12900H, 32GB DDR5, 1TB SSD, Per-Key RGB Keyboard, Windows 11 Pro, G533ZX-XS96","$3,200.99",39 ratings,4.5 out of 5 stars," $4,269.87 Shipping & Import Fees Deposit to Bangladesh ",ASUS,ROG Strix SCAR 15 Gaming Laptop,15.6 Inches,Off Black,1 TB,Intel Core i9,32 GB,Microsoft Windows 11 Professional,RTX 3080 Ti,NVIDIA GeForce RTX 3080 Ti
"Acer Aspire 5 A517-52-75N6 Laptop | 17.3"" Full HD IPS Display | 11th Gen Intel Core i7-1165G7 | Intel Iris Xe Graphics | 16GB DDR4 | 512GB SSD | WiFi 6 | Fingerprint Reader | BL Keyboard | Windows 11",$871.94,32 ratings,4.5 out of 5 stars," $1,236.86 Shipping & Import Fees Deposit to Bangladesh ",Acer,A517-52-75N6,17.3 Inches,Silver,,Intel Core i7,16 GB,Windows,Integrated,
"Lenovo IdeaPad Gaming 3i Laptop, 15.6"" Full HD Display, Intel Core i5-11300H Processor, NVIDIA GeForce GTX 1650, 16GB RAM, 512GB SSD, Backlit Keyboard, Webcam, WiFi 6, Windows 11 Home, Black",$709.00,75 ratings,4.6 out of 5 stars," $1,033.64 Shipping & Import Fees Deposit to Bangladesh ",Lenovo,Lenovo Ideapad,15.6 Inches,Black,512 GB,Intel Core i5,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce GTX 1650
"Lenovo Flex 5 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 5500U, 16GB RAM, 512GB Storage, AMD Radeon Graphics, Windows 11 Home, Graphite Grey",$599.99,87 ratings,4.4 out of 5 stars, $870.37 Shipping & Import Fees Deposit to Bangladesh ,Lenovo,2022,14,Storm Grey,512,Ryzen 5 5500U,16 GB,Windows 11,Integrated,AMD Radeon Graphics 5500
"Razer Blade 14 Gaming Laptop: AMD Ryzen 9 5900HX 8 Core, NVIDIA GeForce RTX 3080, 14"" QHD 165Hz, 16GB RAM, 1TB SSD - CNC Aluminum - Chroma RGB - THX Spatial Audio - Vapor Chamber Cooling","$2,399.99",152 ratings,4.4 out of 5 stars," $3,198.45 Shipping & Import Fees Deposit to Bangladesh ",Razer,Razer Blade 14,14 Inches,Classic Black,1 TB,AMD Ryzen 9 5900X,16 GB,Windows 10 Home,NVIDIA GeForce RTX 3080,
"MSI GF63 Thin 8SC-030 15.6"" Gaming Laptop, Thin Bezel, Intel Core i5-8300H, NVIDIA GeForce GTX1650, 8GB, 256GB NVMe NVMe SSD",$565.09,95 ratings,4.5 out of 5 stars,,MSI,GF63 Thin 8SC-030,15.6 Inches,Black,,Core i5,8 GB,Windows 10,Dedicated,NVIDIA GeForce GTX 1650
"ASUS ROG Flow Z13 (2022) Gaming Laptop Tablet, 13.4” 120Hz IPS Type FHD 16:10 Display, Intel Core i5-12500H CPU, 16GB LPDDR5, 512GB PCIe SSD, Free Bundle Detachable RGB Keyboard, GZ301ZA-PS53, Black","$1,299.99",87 ratings,4.5 out of 5 stars," $1,777.79 Shipping & Import Fees Deposit to Bangladesh ",ASUS,ROG Flow Z13,13.4 Inches,Black,,Intel Core i5,16 GB,Windows 11 Home,Integrated,Intel Iris Xe Graphics
"StarTech.com USB C Multiport Adapter - USB-C to DVI-D (Digital) Video Adapter with 60W Power Delivery Passthrough Charging, GbE, USB-A - Portable USB Type-C/Thunderbolt 3 Mini Laptop Dock (DKT30CDVPD)",$55.71,122 ratings,4.1 out of 5 stars, $39.98 Shipping & Import Fees Deposit to Bangladesh ,,,,Power Delivery (White),,,,,,
"MSI Newest GF63 Thin 15.6"" FHD Gaming Laptop, 10th Gen Intel 4-Core i5-10300H up to 4.5GHz(Beat i7-7920HQ), NVIDIA GTX 1650 MaxQ, 16GB DDR4, 512GB NVMe SSD, Ethernet, WiFi 6, HDMI, USB-A&C, Win10",$682.00,78 ratings,4.3 out of 5 stars, $998.01 Shipping & Import Fees Deposit to Bangladesh ,MSI,,15.6 Inches,black/red,512 GB,Corei5-10300H,16 GB,Windows 10,Dedicated,NVIDIA GeForce GTX 1650
"HP 2022 Victus Gaming Laptop, 15.6"" FHD 144Hz Display, 12th Gen Intel 8-Core i5-12450H, GeForce GTX 1650, 32GB RAM, 1TB SSD, USB-C, HDMI, RJ45, SD Card Reader, WiFi 6, Backlit Keyboard, Win 11",,11 ratings,4.9 out of 5 stars,,HP,,15.6 Inches,Black,1 TB,Core i5,32 GB,Windows 11,Dedicated,NVIDIA
